1724732921646170112,0.49480,-1.84974,-0.04817,0.77575,0.60373,0.03998,0.17923,0.71550,-0.76644,0.06880,
1724732921846170368,0.69103,-2.19723,-0.03966,0.77737,0.59675,0.06727,0.18725,0.82365,-0.73674,-0.01682,
1724732922046170880,0.89961,-2.44987,-0.07091,0.78480,0.58959,0.06991,0.17771,0.85894,-0.62791,-0.02610,
1724732922246211328,1.08996,-2.61610,-0.09041,0.77325,0.60529,0.05969,0.17928,0.93638,-0.41739,-0.03632,
1724732922446211328,1.32018,-2.67626,-0.11439,0.75450,0.59080,0.10204,0.26697,1.27703,-0.12195,-0.06924,
1724732922646166016,1.61032,-2.67117,-0.09856,0.69355,0.55117,0.23618,0.39926,1.21353,0.53787,0.13041,
1724732922846166272,1.83854,-2.50631,-0.07929,0.60521,0.47893,0.36279,0.52224,0.97605,0.97203,0.05813,
1724732923046166784,2.00494,-2.27982,-0.07251,0.54736,0.41761,0.41803,0.59266,0.73531,1.10378,0.07537,
1724732923246145024,2.13369,-2.04847,-0.05779,0.49597,0.40749,0.45917,0.61410,0.62384,1.06994,0.07342,
1724732923446145536,2.24096,-1.79247,-0.05432,0.46163,0.34533,0.48957,0.65419,0.68996,1.16971,0.06595,
1724732923646183424,2.41164,-1.56340,-0.02834,0.40954,0.29140,0.49504,0.70873,0.61556,1.39205,0.28881,
1724732923846183680,2.51691,-1.26732,0.00994,0.32801,0.25663,0.51350,0.75024,0.46008,1.41663,0.20523,
1724732924046184192,2.71402,-1.03652,0.00794,0.28722,0.19890,0.52399,0.77677,0.68931,1.23825,0.07981,
1724732924246184704,2.85304,-0.81295,0.01370,0.27269,0.15184,0.51700,0.79705,0.78785,1.12146,0.10554,
1724732924446185472,2.98758,-0.59529,0.01131,0.23635,0.12641,0.53614,0.80045,0.74420,1.21636,-0.03931,
1724732924646086912,3.12824,-0.34953,0.01602,0.17486,0.08242,0.52495,0.82889,0.57218,1.38415,0.11271,
1724732924846087424,3.21188,-0.10644,0.04628,0.08593,0.04670,0.54206,0.83463,0.23638,1.36440,0.12008,
1724732925046087680,3.19825,0.09762,0.05394,0.02766,0.01187,0.54240,0.83958,0.06028,1.36232,-0.01459,
1724732925246095872,3.15992,0.31289,0.05277,0.00417,-0.00852,0.53203,0.84667,0.04269,1.40115,0.02330,
1724732925446096384,3.08070,0.44670,0.05491,-0.00228,-0.00817,0.57035,0.82136,-0.00985,1.25821,-0.00152,
1724732925646127104,2.96939,0.52542,0.03608,-0.03109,-0.01247,0.55181,0.83329,-0.14965,1.30019,0.01011,
1724732925846127872,2.82997,0.59495,0.03425,-0.07925,-0.00891,0.55621,0.82721,-0.36706,1.14112,0.15271,
1724732926056127232,2.67456,0.72622,0.02339,-0.13716,-0.07077,0.55436,0.81784,-0.60659,0.97476,-0.08340,
1724732926256131328,2.53993,0.90318,0.00785,-0.16246,-0.06964,0.54188,0.82166,-0.55779,0.97069,-0.00513,
1724732926422798336,2.44321,1.06421,0.01875,-0.16252,-0.07715,0.55490,0.81223,-0.52922,0.95119,0.04872,
1724732926622799616,2.33253,1.27526,0.01233,-0.17366,-0.09443,0.54187,0.81689,-0.63015,1.02879,-0.06284,
1724732926822799872,2.21176,1.45500,0.00928,-0.21809,-0.10316,0.53886,0.80711,-0.71443,0.95284,0.10670,
1724732926989466880,2.09095,1.57532,0.01735,-0.25697,-0.13223,0.54037,0.79024,-0.83771,0.77163,-0.00851,
1724732927189402368,1.92859,1.72421,-0.00605,-0.28413,-0.15934,0.51471,0.79307,-0.80775,0.78529,-0.06861,
1724732927389402624,1.77828,1.88953,-0.00370,-0.27509,-0.16895,0.53456,0.78104,-0.71226,0.79102,0.04701,
1724732927589403136,1.62153,2.06808,0.00007,-0.28475,-0.17708,0.51680,0.78770,-0.76087,0.78064,-0.06037,
1724732927756079104,1.48293,2.20679,0.00456,-0.31384,-0.18215,0.51454,0.77690,-0.84084,0.63805,0.10067,
1724732927956079360,1.30685,2.30650,0.03311,-0.36832,-0.22193,0.50571,0.74789,-0.88406,0.37323,0.03078,
1724732928156072960,1.11234,2.40667,0.02336,-0.40561,-0.24868,0.46883,0.74421,-0.92311,0.37142,-0.04564,
1724732928322739712,0.94080,2.51264,0.03184,-0.39602,-0.25302,0.47493,0.74404,-0.89172,0.33261,0.05718,
1724732928522740224,0.71818,2.64813,0.03789,-0.42321,-0.27560,0.46358,0.72803,-0.91873,0.22574,-0.04627,
1724732928722757632,0.45861,2.78351,0.03766,-0.46471,-0.27069,0.43939,0.71952,-1.10520,0.17904,0.03709,
1724732928922758144,0.21788,2.81390,0.05751,0.53022,0.31963,-0.43152,-0.65612,-1.04361,-0.20051,0.06964,
1724732929089425152,0.00664,2.84340,0.05998,0.56400,0.35649,-0.39725,-0.63009,-1.02560,-0.24302,-0.09437,
1724732929289397504,-0.23192,2.82805,0.04737,0.58949,0.38207,-0.37595,-0.60431,-1.03090,-0.31062,-0.00713,
1724732929489398016,-0.48449,2.82937,0.05551,0.61287,0.40781,-0.35990,-0.57319,-0.95893,-0.38038,-0.01121,
1724732929656043008,-0.70772,2.81496,0.04445,0.65536,0.40544,-0.33542,-0.54186,-1.04659,-0.50279,-0.09036,
1724732929856043008,-0.90757,2.70732,0.04714,0.70582,0.43562,-0.31263,-0.46293,-0.83053,-0.73418,0.08134,
1724732930056043520,-1.02419,2.52549,0.05373,0.74820,0.48586,-0.25377,-0.37381,-0.60684,-0.89771,-0.08713,
1724732930256045824,-1.09896,2.30957,0.03504,0.78507,0.49565,-0.19942,-0.31342,-0.50754,-1.05016,-0.07410,
1724732930422712832,-1.17605,2.14109,0.03565,0.78475,0.51994,-0.18176,-0.28423,-0.44249,-0.95562,0.06953,
1724732930622686976,-1.26647,1.94769,0.03683,0.81086,0.51480,-0.14686,-0.23646,-0.36624,-1.05464,-0.03545,
1724732930812687872,-1.33711,1.74208,0.03346,0.83626,0.50549,-0.12758,-0.16993,-0.31892,-1.13686,0.03393,
1724732931012688384,-1.36482,1.51588,0.04057,0.82993,0.54271,-0.08520,-0.09706,-0.02405,-1.12019,-0.02144,
1724732931212690688,-1.34516,1.29236,0.02301,0.83622,0.54269,-0.05285,-0.05853,0.06460,-1.14725,-0.09768,
1724732931379357696,-1.32358,1.10238,0.02133,0.83679,0.54460,-0.03235,-0.04630,0.08161,-1.11472,0.06589,
1724732931579358208,-1.29987,0.87835,0.02400,0.83208,0.55317,-0.02365,-0.03287,0.15758,-1.11669,-0.06966,
1724732931779383552,-1.29251,0.62995,0.00243,0.83828,0.54512,-0.00932,0.00623,0.17772,-1.26785,-0.05278,
1724732931946050560,-1.24748,0.42526,0.00753,0.82785,0.55866,0.00451,0.05041,0.36230,-1.18997,0.07694,
1724732932145991680,-1.15208,0.18911,0.00346,0.80956,0.57685,0.04986,0.09683,0.55775,-1.18312,-0.10009,
1724732932345991680,-1.04194,-0.04644,0.00288,0.80402,0.57818,0.04963,0.12961,0.56048,-1.18098,0.12143,
1724732932545992192,-0.93365,-0.29413,0.04259,0.76945,0.62125,0.08188,0.12366,0.59921,-1.23062,0.23609,
1724732932712694016,-0.83316,-0.50892,0.08718,0.74935,0.63988,0.10644,0.13306,0.66045,-1.27521,0.29794,
1724732932912694528,-0.70235,-0.74355,0.15132,0.73013,0.64152,0.15650,0.17571,0.65976,-1.07269,0.27240,
1724732933112694528,-0.55629,-0.92932,0.18048,0.71203,0.64236,0.17847,0.22029,0.70010,-0.97973,-0.00750,
1724732933279361536,-0.43823,-1.08546,0.17468,0.73238,0.61832,0.18184,0.21964,0.62580,-0.98642,-0.01889,
1724732933479362048,-0.32466,-1.29409,0.17828,0.73937,0.61566,0.16317,0.21834,0.50754,-1.11888,-0.02190,
