1724732769548754432,-0.09059,0.15819,-0.00351,0.73689,0.67564,-0.01935,-0.01141,-0.01851,0.08329,-0.03212,
1724732769748693504,-0.09248,0.17831,-0.00747,0.73493,0.67736,-0.02948,-0.01387,-0.01537,0.10105,-0.05224,
1724732769948693760,-0.09723,0.20554,-0.01303,0.72962,0.68289,-0.02205,-0.02887,-0.00334,0.12496,-0.01613,
1724732770148724992,-0.09770,0.23317,-0.00793,0.72761,0.68498,-0.02230,-0.02986,0.02742,0.13909,0.04058,
1724732770348725504,-0.10029,0.25565,0.00921,0.72231,0.69071,-0.02127,-0.02712,0.03964,0.09711,0.09762,
1724732770548725760,-0.08975,0.26604,0.02461,0.72561,0.68732,-0.01992,-0.02619,0.07772,0.03752,0.06551,
1724732770748725504,-0.08189,0.26920,0.03317,0.72665,0.68623,-0.02196,-0.02428,0.07177,0.00315,0.00184,
1724732770948726016,-0.08079,0.22436,0.03580,0.73872,0.67307,-0.02182,-0.02816,0.04713,-0.06723,0.00967,
1724732771148726016,-0.07937,0.16759,0.03946,0.75417,0.65578,-0.02063,-0.02743,0.04262,-0.10586,0.04674,
1724732771348726528,-0.07406,0.14042,0.04947,0.75731,0.65234,-0.01743,-0.02506,0.05886,-0.10936,0.03854,
1724732771548726784,-0.06536,0.12170,0.06110,0.75963,0.64975,-0.01711,-0.02208,0.05589,-0.10459,0.05120,
1724732771748684288,-0.05649,0.10419,0.07648,0.76590,0.64247,-0.02034,-0.01468,0.05570,-0.08087,0.05231,
1724732771948684288,-0.04606,0.09331,0.08164,0.76455,0.64418,-0.01473,-0.01692,0.05897,-0.04042,0.02758,
1724732772148684800,-0.03040,0.08971,0.09438,0.76334,0.64561,-0.01732,-0.01410,0.09934,0.01376,0.06485,
1724732772348685056,-0.01152,0.09654,0.10864,0.75729,0.65258,-0.02272,-0.01147,0.09382,0.04807,0.08642,
1724732772548685568,0.00241,0.10639,0.12672,0.75485,0.65532,-0.02302,-0.01516,0.06149,0.05932,0.06644,
1724732772748635904,0.01585,0.11955,0.13524,0.75172,0.65880,-0.02668,-0.01389,0.04645,0.07228,0.01237,
1724732772948636416,0.02601,0.13244,0.13854,0.75014,0.66062,-0.02660,-0.01281,0.03932,0.06778,0.02134,
1724732773148636928,0.03408,0.13729,0.15559,0.75001,0.66089,-0.02367,-0.01192,0.02114,0.03390,0.09907,
1724732773348622080,0.03763,0.14118,0.17891,0.74698,0.66452,-0.01820,-0.01070,0.01484,0.00587,0.13239,
1724732773548622592,0.04008,0.13559,0.20344,0.74862,0.66273,-0.01660,-0.00902,-0.00557,-0.03549,0.12379,
